"","athlete_name","activity_name","period_id","period_name","start_time","end_time","position_name","day_name","total_distance","total_player_load","baseball_throw_count","baseball_swing_count","baseball_throw_maxpl","baseball_swing_maxpl","dynamic_movement_load","time_length","softball_sprint","throw_pl_per_throw","throw_load_per_throw_scaled","swing_load_per_swing","date","weighted_dist"
"1038","Natasha, Inai","Practice","c0f36802-74c2-466f-b5de-bbab526bc14b","Drill 16","1740517423.08","1740518024.05","Field","Tuesday",0,0,0,0,0,0,25,10.0161666671435,0,NA,NA,31.0740472222222,2025-02-25,0
"1039","Natasha, Inai","Practice","bd344afc-266d-44ff-9d6e-9a61521824b2","Drill 17","1742506390.26","1742509866.63","Field","Thursday",0,0,0,0,0,0,0,57.9395000020663,0,NA,NA,NA,2025-03-20,0
"1040","Natasha, Inai","Practice","6a2eaeb8-de85-4dc4-b420-5602c784b7e0","Drill 18","1737214102.68","1737214613.07","Field","Saturday",336.95261,100.0936,68,0,0,0,0,8.50649999777476,0,0,19.0597785714286,NA,2025-01-18,45.1406505053
"1041","Natasha, Inai","Practice","c9d8f708-232c-4d89-8c2f-15662dad8aa0","Drill 19","1738269598.72","1738270713.69","Field","Thursday",215.18993,14.13019,0,0,0,0,0,18.5828333338102,0,NA,NA,NA,2025-01-30,0
"1042","Natasha, Inai","Practice","a4615ee0-075d-4363-8033-40a61b2bf507","Drill 20","1740605787.28","1740606988.83","Field","Wednesday",675.26674,89.73492,18,0,57.60125,0,31,20.0258333325386,0,0,86.0002314814815,NA,2025-02-26,72.53513303109
"1043","Natasha, Inai","Practice","f5f1c1c0-05ee-416b-b13c-d07dfc2cdc3c","Drill 25","1742502270.74","1742506386.5","Field","Thursday",0,75.56288,0,0,0,35.98263,386,68.5959999998411,0,NA,NA,25.8439269230769,2025-03-20,0
"1044","Natasha, Inai","Practice","8ad558fc-9087-4e9e-9c72-f8416e6b852e","Drill 26","1738185149.14","1738185587.72","Field","Wednesday",567.01537,28.94453,0,0,0,0,267,7.3096666653951,0,0,36.28167,NA,2025-01-29,24.70893386952
"1045","Natasha, Inai","Practice","b8e9ee2a-5bd3-41a3-913f-392d8b82ba58","Drill 26","1742239845.2","1742240491.65","Field","Monday",434.52758,17.80927,48,0,0,0,183.5,10.7741666674614,0,75.2094816666667,44.6824694444444,NA,2025-03-17,122.95807692969
"1046","Natasha, Inai","Practice","15a803bc-530d-4f6a-8f2f-ee3e20bb3299","Drill 27","1742240493.23","1742241384.17","Field","Monday",428.37091,104.21159,0,0,0,0,256,14.8490000009537,0,5.68184454545455,0,NA,2025-03-17,116.78622188954
"1047","Natasha, Inai","Practice","b111f0c1-5cc9-4e2a-8585-b12e634e38f6","Drill 28","1742934529.95","1742936176.38","Field","Tuesday",1289.76637,57.2684,0,0,0,0,217.5,27.4405000011126,0,0,80.9364421052632,NA,2025-03-25,179.78201673672
"1048","Natasha, Inai","Practice","f667f655-092f-4750-a001-2cd590902a0b","Drill 29","1737062651.55","1737063150","Field","Thursday",460.49563,118.75046,0,0,0,0,528.5,8.30750000079473,0,0,0,NA,2025-01-16,140.179887642879
"1049","Natasha, Inai","Practice","259777a4-80b7-4456-b956-9d576481f620","Drill 30","1737213188.5","1737213697.68","Field","Saturday",430.32464,0,0,0,0,0,46.5,8.48633333444595,0,NA,NA,NA,2025-01-18,439.6254016667
"1050","Natasha, Inai","Practice","8db474dd-9899-4c07-bdc6-6e1f0adaa7fc","Drill 31","1736895758","1736896440","Field","Tuesday",391.99085,98.52313,91,0,8.60612,0,471.5,11.3666666666667,0,12.6955295238095,11.4925492063492,NA,2025-01-14,20.322365940136
"1051","Natasha, Inai","Practice","fe929d4c-9dd6-4492-92c6-d3c002d22a31","Drill 32","1738100199","1738100773","Field","Tuesday",742.01221,101.49883,92,0,0,0,306.5,9.56666666666667,0,76.50205,95.1700833333333,NA,2025-01-28,770.19189956236
"1052","Natasha, Inai","Practice","c8c7e606-0581-4001-93da-8113d961dfae","Drill 33","1738184455.67","1738185111.74","Field","Wednesday",375.05597,70.03896,0,0,0,0,0,10.9344999988874,84.76247,NA,NA,NA,2025-01-29,218.36750682304
"1053","Natasha, Inai","Practice","0bc53014-3645-403b-a8bd-1eb4fccde3d1","Drill 34","1739312792.37","1739314467.18","Field","Tuesday",128.18685,14.85405,0,0,0,0,55.5,27.91350000302,0,NA,NA,NA,2025-02-11,0
"1054","Natasha, Inai","Practice","ff1613f9-c073-497e-88ba-b7187f086a3c","Drill 34","1741873647","1741874091","Field","Thursday",216.93655,66.94134,15,0,92.97495,0,82.5,7.4,0,63.8861055555556,0,NA,2025-03-13,37.275064592354
"1055","Natasha, Inai","Practice","b9103038-417a-4e92-99a5-16353f15efb7","Drill 34","1738704612.67","1738704848.02","Field","Tuesday",308.78371,42.51481,0,0,0,0,36.5,3.92249999841054,0,NA,NA,2.73308333333333,2025-02-04,194.11880479213
"1056","Natasha, Inai","Practice","be5aaf83-5c80-4176-97af-52abff289659","Drill 121","1738102038","1738104474","Field","Tuesday",696.68165,123.27673,65,35,0,0,377,40.6,0,0,0,0,2025-01-28,179.46597213646
"1057","Natasha, Inai","Practice","4baa062d-d08e-4cdc-873b-da5c3ed7449a","Drill 36","1738104488","1738106904","Field","Tuesday",1.50691,60.92187,0,0,0,0,664,40.2666666666667,0,NA,NA,0,2025-01-28,67.947944
"1058","Natasha, Inai","Practice","32ea4b21-c7df-47d0-b4f8-5c0bec2f8f97","Drill 36","1738188277.81","1738190587.62","Field","Wednesday",86.61492,77.88683,0,90,0,0,431.5,38.4968333323797,0,NA,NA,0,2025-01-29,0
"1059","Natasha, Inai","Practice","263e5a02-00bc-4816-98c5-123bba8c3e07","Drill 36","1738709730.69","1738710560.63","Field","Tuesday",219.25069,52.6543,0,0,0,111.59324,358,13.832333334287,0,NA,NA,76.813562962963,2025-02-04,0
"1060","Natasha, Inai","Practice","da293972-458a-49c0-9492-ddb59bf3d963","Drill 36","1738706632.86","1738707965.72","Field","Tuesday",161.80204,12.38212,0,93,0,0,0,22.2143333355586,0,NA,NA,0,2025-02-04,32.741032
"1061","Natasha, Inai","Practice","19194ab0-ba2c-4c35-b8cd-95f17ab8f7d6","Drill 122","1738791169.31","1738791991.71","Field","Wednesday",309.09918,5.86911,0,19,0,108.4255,365.5,13.7066666682561,0,NA,NA,26.2596794871795,2025-02-05,13.911292862887
"1062","Natasha, Inai","Practice","eff3732f-7f36-438b-a0bd-2fccdbee0af6","Drill 166","1738274057.78","1738274830.21","Field","Thursday",177.43565,15.08965,0,21,0,44.48538,193.5,12.873833334446,0,9.81709,0,0,2025-01-30,0
"1063","Natasha, Inai","Practice","9090da98-8e64-4501-9864-dd8ec5d3fd6a","Drill 167","1738273134.92","1738274055.64","Field","Thursday",224.10937,78.92998,0,47,0,0,421.5,15.3453333338102,0,NA,NA,0,2025-01-30,0
"1064","Natasha, Inai","Practice","cbb0f09c-5d8a-4b36-9dd4-fc70ec9b4210","Drill 123","1738795560.49","1738796050.77","Field","Wednesday",252.94143,126.78733,0,0,0,0,341,8.1713333328565,5.62861,NA,NA,0,2025-02-05,272.63346792249
"1065","Natasha, Inai","Practice","7dc399bf-a78e-4cf6-a5ad-21fd205c2cf2","Drill 124","1738797545.64","1738798198.38","Field","Wednesday",418.55513,110.38926,0,100,0,0,226.5,10.8790000001589,0,NA,NA,96.7246083333333,2025-02-05,370.5510408895
"1066","Natasha, Inai","Practice","bb7b2108-0390-47b0-b281-575cce853b3b","Drill 124","1738793805.35","1738794465.19","Field","Wednesday",199.20706,10.70429,0,0,9.97243,87.82019,464.5,10.9973333358765,46.3224,93.97243,41.6207166666667,0,2025-02-05,113.40352742044
"1067","Natasha, Inai","Practice","17f62eb0-e421-4c96-8733-962d6d62a958","Drill 39","1738707969.23","1738709712.5","Field","Tuesday",185.11353,109.4483,0,0,0,0,476.5,29.0544999996821,0,NA,NA,90.985255952381,2025-02-04,0
"1068","Natasha, Inai","Practice","9c48b203-4ec9-4187-82a1-ceeb3448ea99","Drill 39","1738710563.88","1738711488.82","Field","Tuesday",99.26011,38.44661,0,21,25.99072,0,331.5,15.4156666636467,0,0,0,7.569375,2025-02-04,33.826553
"1069","Natasha, Inai","Practice","0d685c67-d7f1-4567-adf5-b35ec08e85e1","Drill 41","1741875693","1741878217","Field","Thursday",941.58246,157.0584,0,0,0,0,654.5,42.0666666666667,0,NA,NA,0,2025-03-13,31.875225336252
"1070","Natasha, Inai","Practice","7025c57a-4b9c-486c-9ad8-1e2a29d22b68","Drill 41","1742244099.23","1742246160.24","Field","Monday",695.89772,89.40034,0,24,0,105.07357,844,34.3501666665077,0,NA,NA,63.5674465517241,2025-03-17,83.137261474243
"1071","Natasha, Inai","Practice","fa20dfe4-104f-472a-b20b-c86ec27d2aff","Drill 43","1741211517.61","1741214655.89","Field","Wednesday",0,114.24441,0,103,0,38.59024,1530,52.3046666701635,0,NA,NA,0,2025-03-05,0
"1072","Natasha, Inai","Practice","cdb7256e-d0a5-4edb-879a-4ca96ff978bb","Drill 43","1736890380","1736892698","Field","Tuesday",163.93096,0,0,124,0,107.76811,356.5,38.6333333333333,0,NA,NA,0,2025-01-14,0
"1073","Natasha, Inai","Practice","8f122539-02c3-4b1a-a900-0c136b6b5e25","Drill 43","1737066188.81","1737068619.29","Field","Thursday",65.50107,92.86835,0,126,0,74.31229,843.5,40.5080000003179,0,NA,NA,70.1903988372093,2025-01-16,59.001928424372
"1074","Natasha, Inai","Practice","ea26f64e-8f21-43bf-8b45-86ff5e59fa83","Drill 43","1740607602.36","1740609598.2","Field","Wednesday",69.46661,0,0,85,0,60.52868,532,33.2640000025431,0,NA,NA,0,2025-02-26,0
"1075","Natasha, Inai","Practice","149473b3-88bf-43cb-bc3f-44d6251a4301","Drill 43","1741878221","1741879602","Field","Thursday",0,118.1626,0,0,0,67.36226,287.5,23.0166666666667,0,NA,NA,0,2025-03-13,0
"1076","Natasha, Inai","Practice","9ae46ac6-2161-4f44-af4d-d573d71d939f","Drill 43","1742246169.44","1742247831.67","Field","Monday",64.51532,19.9581,0,0,0,66.12914,856.5,27.7038333336512,0,NA,NA,0,2025-03-17,0
"1077","Natasha, Inai","Practice","9df789a1-ff31-43c7-828c-3bb3b503f5c0","Drill 151","1738791999.47","1738792583.27","Field","Wednesday",188.2397,0,89,0,65.83346,0,177.5,9.72999999920527,0,0,0,NA,2025-02-05,70.333021714377
"1078","Natasha, Inai","Practice","469f6cc1-bb69-414c-857a-9cf56cf47d08","Drill 127","1738796074.4","1738796784.58","Field","Wednesday",407.72094,7.61682,0,0,0,0,87.5,11.8363333304723,0,91.5477566666667,93.5795944444444,NA,2025-02-05,56.774094749511
"1079","Natasha, Inai","Practice","515e75e2-feff-4b4f-8456-fadf6fcfe735","Drill 127","1738794483.4","1738794865.93","Field","Wednesday",230.9664,0,0,0,39.17627,0,0,6.37549999952316,0,87.088135,97.8135583333333,NA,2025-02-05,172.125873892253
"1080","Natasha, Inai","Practice","c7c3ea2e-1b0e-411c-876a-f10edae3329a","Drill 48","1736892792","1736895652","Field","Tuesday",1142.82175,37.32777,43,0,0,99.23112,830.5,47.6666666666667,0,62.083232,0,84.0142666666667,2025-01-14,164.20570331337
"1081","Natasha, Inai","Practice","174e1332-58fe-44e2-af6c-7c910eab110c","Drill 152","1737068856.65","1737070219.05","Field","Thursday",430.71576,135.94588,0,0,0,106.73371,183,22.7066666642825,0,NA,NA,0,2025-01-16,52.49264784153
"1082","Natasha, Inai","Practice","8bf7b5ed-da34-4522-892e-d7f721c2fee3","Drill 49","1739397557.47","1739398636.83","Field","Wednesday",0,0,0,68,0,0,290.5,17.9893333315849,0,NA,NA,58.2558805555556,2025-02-12,0
"1083","Natasha, Inai","Practice","f57d54d6-7367-4ffa-b9e4-2021191e83c3","Drill 50","1740609604.91","1740611009.81","Field","Wednesday",477.3025,22.74561,0,78,0,0,321.5,23.4149999976158,0,NA,NA,6.17901875,2025-02-26,99.64564617973
"1084","Natasha, Inai","Practice","6894a294-b7e2-42aa-b16b-cc6282791b5b","Drill 51","1738792599.8","1738793421.38","Field","Wednesday",393.33269,0,0,0,0,0,0,13.6930000027021,0,NA,NA,NA,2025-02-05,0
"1085","Natasha, Inai","Practice","032ec3f0-ed87-4973-9032-ce46180ec358","Drill 52","1738796833.44","1738797420.53","Field","Wednesday",427.39547,0,0,0,0,0,0,9.78483333190282,0,0,0,NA,2025-02-05,46.762000834195
"1086","Natasha, Inai","Practice","6963636d-0725-47ed-9657-cdfc4901bba9","Drill 52","1738794899.48","1738795523.94","Field","Wednesday",344.19052,6.25247,89,0,29.24857,0,115.5,10.4076666673024,0,92.24857,50.4142833333333,NA,2025-02-05,157.98994740996
"1087","Natasha, Inai","Practice","8fbc4afe-ed6d-4f03-8d60-a91fe442d206","Drill 53","1738099404","1738100166","Field","Tuesday",433.34334,0,55,0,0,0,52,12.7,0,60.7529566666667,0,NA,2025-01-28,129.755716172833
"1088","Natasha, Inai","Practice","22d5990a-cbb5-49e4-aa21-5189afdd9a8d","Drill 53","1738618466.01","1738619024.47","Field","Monday",422.98229,79.26443,76,0,25.98213,8.26212,479,9.30766666730245,0,18.4654753333333,0,80.4368666666667,2025-02-03,100.299759874928
"1089","Natasha, Inai","Game vs Ohio State University","b2f707ba-6d16-45ee-8898-7bef8a12c1ce","Drill 54","1741388340","1741395915","Field","Friday",3753.87642,234.07269,98,0,71.27183,75.4401,1182.5,126.25,22.56518,52.0247118181818,84.3745196969697,52.4533416666667,2025-03-07,933.76639848602
"1090","Natasha, Inai","Game vs Cornell University","86665104-2665-4710-95c4-0db641b4a046","Drill 54","1741456740","1741465142","Field","Saturday",4066.76319,277.99545,0,51,44.69333,94.33152,1529,140.033333333333,135.41076,99.046222,0,0,2025-03-08,1226.8739759867
"1091","Natasha, Inai","Game vs Vanderbilt University","5b9e6bdd-c81e-4b53-b1b5-3d76843ef079","Drill 54","1741536000","1741542916","Field","Sunday",3544.07832,296.9343,88,0,0,0,1882,115.266666666667,50.36921,76.9003668181818,80.167278030303,0,2025-03-09,1205.252909498
"1092","Natasha, Inai","Game vs University of Oklahoma","c126fb11-b55a-4d54-b439-63d9bbc06d88","Drill 54","1740245400","1740252660","Field","Saturday",3009.63466,295.9324,95,100,44.61085,56.69598,669.5,121,0,0,24.0270320512821,0,2025-02-22,1018.8454074155
"1093","Natasha, Inai","Game vs University of Kansas","bade5aa0-bd73-4185-b495-1f638ec75511","Drill 54","1739664003","1739678400","Field","Saturday",3060.52888,364.60516,87,0,0,57.85778,1023,239.95,49.2056,0,0.962590740740741,80.4881483333333,2025-02-15,913.7849202453
"1094","Natasha, Inai","Game vs University of Colorado Boulder","83dc89e6-8695-4d2f-a484-b312a7f7acb1","Drill 54","1739556000","1739565208","Field","Friday",4266.50067,342.91772,26,0,114.7577,136.22308,997.5,153.466666666667,9.43744,7.4083,86.0138333333333,0,2025-02-14,1362.7426387819
"1095","Natasha, Inai","Game vs University of Florida","521bb003-5e02-4717-90ae-58787d7994ce","Drill 54","1739570400","1739583543","Field","Friday",4861.24735,513.8013,89,24,141.3436,201.56563,2143.5,219.05,0,0,60.1440487804878,50.9399362903226,2025-02-14,983.57797069772
"1096","Natasha, Inai","Game vs University of North Carolina","ef1dadde-e530-487d-902c-7cd7a5c155ff","Drill 54","1739743200","1739750955","Field","Sunday",3954.46699,292.58542,0,118,0,67.13638,1211,129.25,6.50175,0,77.9367464285714,0,2025-02-16,1233.9459238106
"1097","Natasha, Inai","Game vs University of California, Berkeley","bf398123-73d1-4067-a452-cd332e807a84","Drill 54","1740181280","1740190200","Field","Friday",3033.23872,190.92154,0,0,0,0,1132,148.666666666667,67.5175,0,88.9627788888889,0,2025-02-21,814.38699341738
"1098","Natasha, Inai","Game vs University of Washington","8904bca3-9ee6-4951-aeac-0a8bd8565623","Drill 54","1739998800","1740005601","Field","Wednesday",2818.22926,248.11719,44,0,0,33.35853,830.5,113.35,74.71916,70.7302961538462,0,0,2025-02-19,887.98434307511
"1099","Natasha, Inai","Game vs University of Southern California","75b26b59-e145-4283-b50e-2bb10454c905","Drill 54","1740254400","1740261600","Field","Saturday",3335.9262,264.21902,8,99,0,0,889,120,0,0,0,0,2025-02-22,1029.7405111299
"1100","Natasha, Inai","Game vs University of North Carolina","e46f9bfc-362c-4d47-8445-d1678f5c5fa6","Drill 54","1739655000","1739661726","Field","Saturday",2646.23102,308.56004,15,0,0,7.15083,1011.5,112.1,48.48031,66.6405875,73.4009791666667,14.4537549382716,2025-02-15,941.63024115741
"1101","Natasha, Inai","Game vs University of Colorado Boulder","5ebec49f-9c65-42c4-862a-9880edfbc33f","Drill 54","1741730400","1741737515","Field","Tuesday",3216.80882,377.78101,93,27,41.57961,69.7385,1545.5,118.583333333333,0,54.9053073333333,0,0,2025-03-11,547.95803795343
"1102","Natasha, Inai","Game vs University of Southern California","c253ebf5-709a-4d40-bc64-8f2de89444ac","Drill 54","1740330000","1740337973","Field","Sunday",3772.56515,249.71426,0,0,0,0,882.5,132.883333333333,33.08093,0,47.6808088235294,0,2025-02-23,1135.9005335342
"1103","Natasha, Inai","Practice","fbc19509-a602-4336-a806-04f78e507f37","Drill 155","1738185678.54","1738186583.61","Field","Wednesday",344.81445,40.30392,0,31,0,109.4184,1008,15.0844999988874,0,NA,NA,24.6007666666667,2025-01-29,8.307961
"1104","Natasha, Inai","Practice","7a576ffe-b1f9-4f2b-9160-694baa0f1928","Drill 55","1737146533","1737149120","Field","Friday",132.33732,249.39832,0,135,0,267.74684,1726,43.1166666666667,0,NA,NA,58.920194265233,2025-01-17,0
"1105","Natasha, Inai","Game vs California Institute of Technology","b7b60d33-a458-49d7-8c48-81da1690ddd6","I1","1742595270.82","1742595756.2","Field","Friday",124.99157,0,0,0,0,11.155,105,8.08966666857402,0,NA,NA,16.3591666666667,2025-03-21,73.378384258643
"1106","Natasha, Inai","Game vs University of Oklahoma","fc21d261-aca7-4712-a14c-22da9c770d5d","I1","1742594552.04","1742595141.73","Field","Friday",441.15246,0,66,0,22.41679,0,0,9.82816666762034,0,0,0,NA,2025-03-21,56.85857067325
"1107","Natasha, Inai","Game vs Texas A&M University","108bc507-4bde-4495-a7fd-52e21da93c8a","I1","1742328586.26","1742329045.99","Field","Tuesday",271.09517,63.06698,0,55,0,100.44424,173.5,7.66216666698456,0,NA,NA,0,2025-03-18,158.74988768792
"1108","Natasha, Inai","Game vs University of North Carolina","5ff1cc00-bf6f-493c-927c-84671811ae6a","I1","1742328119.68","1742328449.93","Field","Tuesday",243.33971,0,81,0,58.64337,0,127.5,5.50416666666667,0,53.64337,0,NA,2025-03-18,10.313987766897
"1109","Natasha, Inai","Game vs University of Iowa","39eaf4f3-76e2-41e5-a77d-f555cb496ed4","I1","1740784132.92","1740784684.37","Field","Friday",257.61245,14.04646,0,0,0,80.16958,212.5,9.19083333015442,44.83465,NA,NA,0,2025-02-28,307.97208073584
"1110","Natasha, Inai","Game vs Massachusetts Institute of Technology","e1fdd3dd-588f-4e1b-abd1-edd7a40f2073","I1","1740783761.01","1740784024.29","Field","Friday",319.09553,94.04333,35,0,0,0,0,4.38799999952316,0,38.56716,0,NA,2025-02-28,41.456796588284
"1111","Natasha, Inai","Game vs University of Notre Dame","371d2854-139a-45f6-b4a3-f289a50679d2","I1","1741982890.54","1741983345.13","Field","Friday",291.14453,96.82213,0,0,0,7.08943,215,7.57650000254313,25.47375,NA,NA,83.358175,2025-03-14,197.45931709257
"1112","Natasha, Inai","Game vs University of Michigan","9625a253-46a9-44a1-97ae-0feec24fa2c8","I1","1741982513.23","1741982784.48","Field","Friday",142.61767,24.86213,16,0,83.36596,0,0,4.52083333333333,0,0,0,NA,2025-03-14,92.292781006552
"1113","Natasha, Inai","Game vs University of Southern California","2a383e98-c7d0-4c47-8da1-7653f8c6f740","I1","1742663348.55","1742663652.03","Field","Saturday",102.77243,53.40964,0,0,0,10.60777,326,5.05800000031789,0,NA,NA,0,2025-03-22,59.322271376205
"1114","Natasha, Inai","Game vs Ohio State University","7ce4edcf-8afc-4ff9-b4f3-ca5fcfbb1858","I1","1742662903.68","1742663215.44","Field","Saturday",353.75153,77.59591,0,0,0,0,0,5.19599999984105,0,NA,NA,NA,2025-03-22,108.681820611691
"1115","Natasha, Inai","Game vs Clemson University","02f20851-b5fb-40d4-a7dc-d3a9af719607","I1","1742339009.55","1742339521.98","Field","Tuesday",296.43976,0,0,0,0,7.38998,333,8.54050000111262,0,NA,NA,31.89833,2025-03-18,274.90628977939
"1116","Natasha, Inai","Game vs University of Michigan","7d60af3c-bd98-4606-b8c4-0bc804f227a7","I1","1742338409.22","1742338889.07","Field","Tuesday",336.40805,101.69968,0,0,0,0,0,7.99749999841054,0,0,0,NA,2025-03-18,0
"1117","Natasha, Inai","Game vs University of Southern California","4f309204-855e-46c1-a9d6-99b363b1c7e5","I1","1740852100.58","1740852555.1","Field","Saturday",294.19043,0,46,0,0,0,158.5,7.57533333301544,0,0,0,NA,2025-03-01,0
"1118","Natasha, Inai","Game vs University of Virginia","88d00fd4-062b-46a6-a7fa-56571729fb2b","I1","1740852661.68","1740852956.79","Field","Saturday",188.82695,107.42939,0,0,0,0,59,4.9184999982516,0,NA,NA,0,2025-03-01,255.88739552957
"1119","Natasha, Inai","Game vs Rutgers University","8165057f-ec0f-44de-82be-b312b4178a81","I1","1741994051.03","1741994327.97","Field","Friday",265.35169,25.46099,0,69,0,0,301,4.61566666762034,0,NA,NA,9.55701515151515,2025-03-14,239.16121847171
"1120","Natasha, Inai","Game vs Clemson University","e8865ff5-3165-413d-a42b-7b3671497b38","I1","1741993717.9","1741993916.28","Field","Friday",212.05578,39.80583,16,0,0,0,95.5,3.30633333126704,103.61549,50.63767,0,NA,2025-03-14,192.54761635121
"1121","Natasha, Inai","Game vs Yale University","3675da23-aa7d-4b88-9400-6d519aacd222","I1","1742745736.1","1742746048.14","Field","Sunday",241.19704,0,0,0,92.22478,0,33,5.20066667000453,0,0,0,NA,2025-03-23,103.694496330731
"1122","Natasha, Inai","Game vs University of Wisconsin-Madison","f8bcb298-1b4f-4d9d-ac1a-71ef6c9401b2","I1","1742746179.98","1742746471.48","Field","Sunday",193.57377,0,0,0,0,35.3162,245,4.85833333333333,77.98688,NA,NA,0,2025-03-23,91.778840895868
"1123","Natasha, Inai","Game vs University of Wisconsin-Madison","46ba19d0-db5f-4aee-b5ba-07332bcf1ed0","I1","1740934878.77","1740935061.06","Field","Sunday",217.50721,104.79428,31,0,60.17621,0,67.5,3.03816666603088,0,49.088105,82.8135083333333,NA,2025-03-02,20.789518618162
"1124","Natasha, Inai","Game vs Harvard University","91ceeef3-94f4-4bde-be07-4fdf83f0b5f5","I1","1740935171.5","1740936317.79","Field","Sunday",165.13912,0,0,0,0,38.37861,0,19.1048333326975,0,NA,NA,0,2025-03-02,214.692569337
"1125","Natasha, Inai","Game vs Princeton University","396ae53e-eba7-4688-9e8b-4ccc202919a9","I1","1742062285.07","1742062651.75","Field","Saturday",74.28449,69.17834,0,82,0,80.0659,184,6.11133333444595,11.5678,NA,NA,0,2025-03-15,63.959979807815
"1126","Natasha, Inai","Game vs University of South Carolina","3c4227d3-0fd0-4aad-84f5-601fc25bbf89","I1","1742061730.97","1742062154.64","Field","Saturday",277.58721,0,87,0,94.94744,0,0,7.06116666793823,0,74.94744,69.2457333333333,NA,2025-03-15,199.46138139754
"1127","Natasha, Inai","Game vs University of Kentucky","11dcd644-8c0e-43f4-ba88-de4fb6bf3ca2","I1","1743027704","1743028198.7","Field","Wednesday",274.12722,0,63,0,67.77218,0,98.5,8.24500000079473,0,13.77218,68.9536333333333,NA,2025-03-26,0
"1128","Natasha, Inai","Game vs University of Chicago","177c0023-3e5f-4439-8bd7-772b6d7b7cea","I1","1743026737.46","1743027612.81","Field","Wednesday",414.22137,0,0,0,0,104.88132,284,14.5891666650772,80.42126,NA,NA,0,2025-03-26,234.97126178872
"1129","Natasha, Inai","Game vs University of Delaware","69f33ffa-d210-48b9-88d9-f27d2f6d14dd","I1","1741122129.92","1741122652.06","Field","Tuesday",385.55891,18.80896,0,0,0,0,149,8.70233333110809,92.16667,0,28.9928,NA,2025-03-04,153.70294124513
"1130","Natasha, Inai","Game vs University of North Carolina","dc333c2e-3850-4086-8ae4-8331af617115","I1","1741122831.59","1741123893.58","Field","Tuesday",292.29592,56.92982,0,0,0,0,285,17.6998333334923,0,NA,NA,0,2025-03-04,331.4852582124
"1131","Natasha, Inai","Game vs University of Arkansas","05f291fd-f53b-425d-a78f-4bb42733deaf","I1","1740682967.86","1740683242.59","Field","Thursday",185.63574,0,78,0,36.07382,0,95.5,4.57883333365122,0,0,80.39485,NA,2025-02-27,104.788053285517
"1132","Natasha, Inai","Game vs Massachusetts Institute of Technology","f74229d4-fc99-4c3a-b5c4-5748af2aba49","I1","1740683530.27","1740683878.16","Field","Thursday",157.88549,98.00296,0,0,0,0,86,5.79816666841507,0,NA,NA,0,2025-02-27,27.014122835861
"1133","Natasha, Inai","Game vs University of California, Berkeley","45c11fa9-20b2-4d7f-b4c0-af7f63e03746","I1","1738976512.75","1738976765.45","Field","Friday",202.6442,0,0,0,0,0,0,4.2116666674614,0,0,93.8606666666667,NA,2025-02-07,121.44336133513
"1134","Natasha, Inai","Game vs University of Michigan","901877fe-a3ad-476f-a570-53a49b84e773","I1","1738976875.65","1738977408.62","Field","Friday",378.4114,80.02876,0,79,0,67.57752,0,8.88283332983653,66.9322,NA,NA,0,2025-02-07,202.80635410385
"1135","Natasha, Inai","Game vs Indiana University","114a07d3-b880-4731-aba5-5b29bcaa0dc0","I1","1739038210.84","1739038906.44","Field","Saturday",377.97945,0,0,21,0,108.98973,0,11.5933333357175,83.46325,NA,NA,0,2025-02-08,160.63942389763
"1136","Natasha, Inai","Game vs Northwestern University","92bc9265-8bc1-4cdb-9dcc-24ce3cf8534b","I1","1739037752.96","1739038078.67","Field","Saturday",274.11977,84.82011,86,0,73.64465,0,70,5.42850000063578,0,64.88155,0,NA,2025-02-08,98.704423385027
"1137","Natasha, Inai","Game vs Yale University","8090bac5-1440-4271-ba97-bc25cf5bd5e4","I1","1739049154.17","1739049700.01","Field","Saturday",198.77582,0,0,82,0,60.35303,113.5,9.09733333190282,0,NA,NA,0,2025-02-08,0
"1138","Natasha, Inai","Game vs University of Minnesota","f719b63e-46f0-4f1a-8c7e-f0017b6b4412","I1","1739049850","1739050329.4","Field","Saturday",361.2487,2.93867,58,0,37.52673,0,102.5,7.99000000158946,0,0,18.1815166666667,NA,2025-02-08,11.085567200388
"1139","Natasha, Inai","Game vs Stanford University","966cba12-97a7-4e8c-a0ea-ff8caa9df3ba","I1","1738965770.76","1738966018.09","Field","Friday",199.48686,109.2771,0,0,0,0,0,4.1221666653951,0,NA,NA,84.9016444444444,2025-02-07,131.92536790175
"1140","Natasha, Inai","Game vs University of South Carolina","995bb2d9-28cf-4b67-88fe-f064063f4006","I1","1738966129.7","1738966307.4","Field","Friday",200.50067,0,101,0,0,0,130,2.9616666674614,0,0,48.1980166666667,NA,2025-02-07,59.774492735543
"1141","Natasha, Inai","Game vs University of California, Berkeley","4b49cfcd-1f2d-48ba-935a-1c5f238ff97a","I1","1739116860.39","1739117293.11","Field","Sunday",188.13138,0,0,0,0,0,277,7.21199999650319,0,NA,NA,98.4855092592593,2025-02-09,179.740602119806
"1142","Natasha, Inai","Game vs California Institute of Technology","7fdcb89c-4a13-4fa0-b1b6-83afb730609d","I1","1739117398.05","1739117794.66","Field","Sunday",387.2431,73.34305,0,0,0,0,94.5,6.61016666889191,0,34.6151066666667,0,NA,2025-02-09,82.267941348406
